Type,Size,Trigger,Design,Has_CTA,Position,Content_Type,Category
Floating Box,Small,Timer,Basic,No,Top Right,Ad,Ambiguous
Tooltip,Medium,Hover,Flat,No,Top,Help,Ambiguous
Notification Bar,Small,Hover,Clean,Yes,Bottom,Help,Less Well-Defined
Slide-in,Medium,Timer,Bold,Yes,Top Left,Newsletter,Less Well-Defined
Floating Box,Small,Page Load,Aggressive,Yes,Top Right,Survey,Ambiguous
Slide-in,Medium,On Load,Simple,No,Bottom Left,Help,Well-Defined
Banner,Medium,Hover,Bold,No,Bottom,Help,Less Well-Defined
Modal,Medium,Scroll,Modern,Yes,Center,Recommendation,Well-Defined
Modal,Large,Exit Intent,Soft,No,Center,Recommendation,Well-Defined
Tooltip,Thin,Hover,Aggressive,No,Top,Survey,Ambiguous
Banner,Medium,Click,Soft,No,Top,Offer,Well-Defined
Exit Popup,Thin,Page Load,Aggressive,No,Top,Help,Ambiguous
Dialog,Medium,Exit Intent,Clean,Yes,Full Page,Alert,Well-Defined
Modal,Large,Exit Intent,Modern,Yes,Bottom Right,Ad,Well-Defined
Notification Bar,Small,On Load,Simple,No,Bottom,Offer,Less Well-Defined
Slide-in,Small,On Load,Simple,Yes,Bottom,Discount,Less Well-Defined
Exit Popup,Thin,Page Load,Intrusive,No,Top Right,Help,Ambiguous
Banner,Small,On Load,Simple,Yes,Bottom Left,Offer,Less Well-Defined
Slide-in,Medium,Hover,Flat,No,Bottom Left,Newsletter,Less Well-Defined
Notification Bar,Small,Timer,Bold,No,Top Left,Discount,Less Well-Defined
Dialog,Medium,Scroll,Soft,Yes,Center,Ad,Well-Defined
Dialog,Small,Hover,Bold,Yes,Bottom,Discount,Well-Defined
Notification Bar,Small,Timer,Clean,Yes,Bottom,Newsletter,Less Well-Defined
Fullscreen,Medium,Click,Soft,No,Full Page,Ad,Well-Defined
Slide-in,Small,Hover,Aggressive,No,Center,Reminder,Ambiguous
Modal,Medium,Scroll,Soft,Yes,Center,Ad,Well-Defined
Notification Bar,Medium,Timer,Clean,No,Bottom,Discount,Less Well-Defined
Banner,Medium,Scroll,Soft,Yes,Full Page,Alert,Well-Defined
Dialog,Large,Exit Intent,Modern,Yes,Bottom Right,Recommendation,Well-Defined
Notification Bar,Medium,Hover,Bold,Yes,Bottom,Discount,Less Well-Defined
Dialog,Large,On Load,Modern,Yes,Center,Ad,Well-Defined
Floating Box,Medium,Hover,Basic,No,Center,Help,Ambiguous
Tooltip,Medium,Page Load,Intrusive,No,Top,Help,Ambiguous
Dialog,Medium,Click,Soft,No,Center,Recommendation,Well-Defined
Slide-in,Medium,Timer,Bold,No,Top Left,Offer,Less Well-Defined
Floating Box,Small,Page Load,Intrusive,Yes,Top Right,Reminder,Ambiguous
Banner,Small,On Load,Simple,No,Bottom Left,Offer,Less Well-Defined
Slide-in,Medium,Hover,Simple,Yes,Bottom,Discount,Less Well-Defined
Floating Box,Thin,Hover,Basic,No,Top,Help,Ambiguous
Banner,Small,Timer,Flat,No,Bottom,Newsletter,Ambiguous
Tooltip,Thin,Page Load,Intrusive,Yes,Top,Survey,Ambiguous
Floating Box,Thin,Page Load,Aggressive,Yes,Top,Reminder,Ambiguous
Modal,Medium,Click,Modern,Yes,Center,Alert,Well-Defined
Modal,Medium,Scroll,Soft,No,Center,Alert,Well-Defined
Slide-in,Medium,Timer,Bold,No,Bottom Left,Offer,Less Well-Defined
Fullscreen,Large,Click,Soft,No,Bottom Right,Ad,Well-Defined
Banner,Medium,Timer,Simple,No,Bottom Left,Help,Less Well-Defined
Floating Box,Small,Timer,Basic,No,Top,Help,Ambiguous
Notification Bar,Medium,Timer,Bold,Yes,Bottom Left,Offer,Less Well-Defined
Fullscreen,Medium,On Load,Bold,No,Full Page,Offer,Well-Defined
Floating Box,Thin,Hover,Basic,Yes,Top Right,Survey,Ambiguous
Fullscreen,Medium,Exit Intent,Clean,Yes,Full Page,Recommendation,Less Well-Defined
Exit Popup,Small,Timer,Basic,Yes,Top,Help,Ambiguous
Banner,Small,Timer,Simple,No,Bottom,Offer,Less Well-Defined
Exit Popup,Small,Hover,Basic,Yes,Center,Reminder,Ambiguous
Floating Box,Thin,Page Load,Intrusive,No,Top,Survey,Ambiguous
Modal,Large,Exit Intent,Clean,No,Center,Alert,Less Well-Defined
Slide-in,Medium,On Load,Bold,Yes,Bottom Left,Newsletter,Less Well-Defined
Exit Popup,Thin,Hover,Aggressive,No,Top Right,Reminder,Ambiguous
Slide-in,Small,Hover,Flat,No,Top Left,Help,Less Well-Defined
Dialog,Medium,Click,Clean,Yes,Full Page,Alert,Well-Defined
Floating Box,Medium,Page Load,Aggressive,No,Center,Help,Ambiguous
Notification Bar,Medium,Timer,Simple,Yes,Bottom Left,Discount,Less Well-Defined
Floating Box,Thin,Page Load,Aggressive,Yes,Top,Survey,Ambiguous
Slide-in,Small,Timer,Bold,Yes,Top Left,Newsletter,Less Well-Defined
Banner,Medium,Timer,Bold,Yes,Top Left,Newsletter,Less Well-Defined
Floating Box,Thin,Page Load,Intrusive,No,Center,Help,Ambiguous
Tooltip,Thin,Timer,Aggressive,Yes,Top,Survey,Well-Defined
Modal,Medium,On Load,Soft,Yes,Top,Offer,Well-Defined
Tooltip,Small,Timer,Flat,No,Top,Reminder,Ambiguous
Floating Box,Thin,Hover,Intrusive,No,Top Right,Help,Ambiguous
Dialog,Medium,Hover,Clean,No,Bottom,Offer,Less Well-Defined
Floating Box,Small,Hover,Aggressive,Yes,Top,Ad,Ambiguous
Dialog,Small,Hover,Clean,Yes,Bottom Left,Help,Less Well-Defined
Fullscreen,Large,Exit Intent,Soft,No,Center,Alert,Well-Defined
Floating Box,Small,Page Load,Basic,No,Top,Survey,Ambiguous
Banner,Medium,On Load,Flat,Yes,Bottom,Offer,Less Well-Defined
Banner,Medium,Timer,Flat,No,Top Left,Newsletter,Less Well-Defined
Dialog,Medium,On Load,Bold,Yes,Bottom Right,Ad,Well-Defined
Slide-in,Medium,On Load,Flat,Yes,Bottom,Discount,Less Well-Defined
Banner,Large,Click,Soft,Yes,Top,Offer,Well-Defined
Modal,Medium,Scroll,Soft,No,Bottom Right,Offer,Well-Defined
Banner,Medium,Scroll,Clean,Yes,Top,Recommendation,Well-Defined
Banner,Medium,On Load,Simple,Yes,Bottom,Discount,Less Well-Defined
Dialog,Large,Click,Clean,No,Center,Ad,Well-Defined
Fullscreen,Large,Click,Soft,Yes,Bottom Right,Alert,Well-Defined
Slide-in,Small,Timer,Flat,Yes,Top Left,Newsletter,Less Well-Defined
Slide-in,Thin,Hover,Intrusive,Yes,Center,Ad,Ambiguous
Exit Popup,Small,Hover,Basic,Yes,Top Right,Survey,Ambiguous
Slide-in,Medium,Timer,Aggressive,Yes,Top Right,Help,Ambiguous
Tooltip,Small,Hover,Intrusive,No,Top Right,Survey,Ambiguous
Dialog,Large,Click,Clean,No,Bottom Right,Ad,Well-Defined
Fullscreen,Large,Scroll,Clean,Yes,Center,Recommendation,Well-Defined
Floating Box,Medium,Page Load,Intrusive,Yes,Center,Help,Less Well-Defined
Fullscreen,Large,Scroll,Soft,Yes,Bottom Right,Offer,Well-Defined
Notification Bar,Small,Timer,Bold,No,Bottom Left,Offer,Less Well-Defined
Slide-in,Small,Timer,Flat,No,Bottom Left,Discount,Less Well-Defined
Modal,Medium,Scroll,Soft,No,Full Page,Alert,Well-Defined
Notification Bar,Medium,On Load,Flat,No,Bottom Left,Help,Less Well-Defined
Notification Bar,Small,Timer,Bold,No,Bottom Left,Discount,Less Well-Defined
Tooltip,Thin,Page Load,Intrusive,Yes,Top Right,Survey,Ambiguous
Banner,Medium,On Load,Bold,No,Full Page,Recommendation,Well-Defined
Dialog,Small,Timer,Flat,Yes,Top Left,Discount,Less Well-Defined
Fullscreen,Medium,Scroll,Clean,Yes,Top,Offer,Well-Defined
Exit Popup,Small,Page Load,Aggressive,No,Top,Survey,Ambiguous
Floating Box,Small,Hover,Intrusive,Yes,Top Right,Help,Ambiguous
Tooltip,Thin,Timer,Basic,No,Center,Ad,Ambiguous
Slide-in,Thin,Page Load,Flat,Yes,Top,Ad,Ambiguous
Dialog,Medium,On Load,Flat,No,Top Left,Discount,Well-Defined
Exit Popup,Thin,Hover,Basic,Yes,Top,Help,Ambiguous
Slide-in,Small,Timer,Clean,No,Top Left,Offer,Less Well-Defined
Exit Popup,Thin,Page Load,Basic,Yes,Center,Survey,Ambiguous
Modal,Large,Exit Intent,Modern,No,Top,Recommendation,Well-Defined
Fullscreen,Medium,Click,Soft,Yes,Full Page,Alert,Well-Defined
Fullscreen,Large,Click,Bold,Yes,Full Page,Alert,Well-Defined
Modal,Large,Click,Clean,Yes,Center,Alert,Well-Defined
Fullscreen,Large,Click,Bold,Yes,Top,Ad,Well-Defined
Floating Box,Thin,Timer,Aggressive,Yes,Top,Survey,Ambiguous
Slide-in,Medium,Hover,Basic,Yes,Top,Reminder,Less Well-Defined
Banner,Medium,On Load,Simple,Yes,Bottom Left,Newsletter,Less Well-Defined
Banner,Medium,Click,Clean,No,Bottom Right,Alert,Well-Defined
Dialog,Medium,Exit Intent,Soft,No,Full Page,Alert,Well-Defined
Floating Box,Small,Hover,Intrusive,Yes,Top Right,Help,Ambiguous
Tooltip,Medium,Page Load,Intrusive,Yes,Top Right,Ad,Ambiguous
Floating Box,Small,Hover,Intrusive,No,Center,Help,Ambiguous
Fullscreen,Large,Click,Soft,No,Full Page,Recommendation,Well-Defined
Slide-in,Small,Hover,Clean,No,Top Left,Help,Less Well-Defined
Dialog,Medium,Hover,Flat,Yes,Bottom,Offer,Less Well-Defined
Tooltip,Medium,Page Load,Intrusive,Yes,Top Right,Reminder,Ambiguous
Banner,Large,Click,Bold,No,Center,Alert,Less Well-Defined
Dialog,Medium,On Load,Flat,No,Bottom Left,Newsletter,Less Well-Defined
Banner,Medium,On Load,Simple,Yes,Bottom Left,Offer,Less Well-Defined
Dialog,Large,Exit Intent,Soft,No,Bottom Right,Ad,Well-Defined
Modal,Large,Scroll,Modern,No,Full Page,Alert,Well-Defined
Fullscreen,Large,Exit Intent,Clean,Yes,Top,Alert,Well-Defined
Tooltip,Small,Hover,Aggressive,No,Top Right,Ad,Less Well-Defined
Dialog,Large,Exit Intent,Modern,No,Top,Alert,Less Well-Defined
Tooltip,Small,Hover,Basic,No,Top,Help,Ambiguous
Dialog,Medium,Hover,Bold,Yes,Bottom Left,Help,Less Well-Defined
Modal,Medium,Scroll,Modern,Yes,Bottom Right,Offer,Well-Defined
Notification Bar,Medium,On Load,Bold,Yes,Top Left,Newsletter,Less Well-Defined
Modal,Large,On Load,Bold,No,Full Page,Alert,Well-Defined
Floating Box,Medium,Page Load,Aggressive,No,Top Right,Help,Ambiguous
Modal,Medium,Scroll,Bold,Yes,Top,Ad,Ambiguous
Banner,Medium,Click,Bold,No,Bottom Right,Ad,Well-Defined
Fullscreen,Large,On Load,Modern,Yes,Bottom Right,Alert,Well-Defined
Modal,Large,Scroll,Clean,Yes,Bottom Right,Ad,Well-Defined
Tooltip,Thin,Page Load,Flat,No,Center,Ad,Ambiguous
Floating Box,Thin,Timer,Basic,No,Top Right,Help,Ambiguous
Dialog,Medium,Click,Soft,Yes,Center,Recommendation,Well-Defined
Floating Box,Thin,Hover,Basic,No,Center,Help,Ambiguous
Notification Bar,Medium,On Load,Flat,No,Bottom Left,Offer,Less Well-Defined
Modal,Medium,On Load,Soft,Yes,Center,Offer,Well-Defined
Slide-in,Small,Hover,Basic,Yes,Top Right,Ad,Ambiguous
Dialog,Medium,Scroll,Modern,Yes,Full Page,Alert,Well-Defined
Dialog,Medium,Hover,Bold,Yes,Bottom Left,Offer,Less Well-Defined
Notification Bar,Small,On Load,Simple,Yes,Top Left,Newsletter,Less Well-Defined
Floating Box,Small,Hover,Aggressive,No,Top,Survey,Ambiguous
Slide-in,Small,Timer,Bold,Yes,Bottom Left,Discount,Less Well-Defined
Tooltip,Small,Page Load,Basic,Yes,Top Right,Survey,Ambiguous
Fullscreen,Large,Scroll,Clean,No,Center,Alert,Well-Defined
Banner,Medium,On Load,Bold,Yes,Bottom Left,Offer,Less Well-Defined
Modal,Large,On Load,Bold,No,Full Page,Ad,Well-Defined
Fullscreen,Large,On Load,Soft,No,Top,Recommendation,Ambiguous
Banner,Large,On Load,Soft,Yes,Center,Offer,Well-Defined
Modal,Large,Click,Soft,Yes,Full Page,Recommendation,Well-Defined
Tooltip,Thin,Hover,Aggressive,Yes,Center,Ad,Ambiguous
Floating Box,Medium,Timer,Basic,Yes,Top Right,Survey,Ambiguous
Fullscreen,Medium,Click,Soft,No,Top,Offer,Well-Defined
Floating Box,Small,Page Load,Basic,No,Top Right,Help,Ambiguous
Dialog,Medium,Timer,Simple,No,Bottom,Newsletter,Less Well-Defined
Floating Box,Small,Page Load,Intrusive,No,Center,Help,Ambiguous
Fullscreen,Medium,On Load,Bold,No,Top,Offer,Less Well-Defined
Modal,Large,Scroll,Clean,Yes,Bottom Right,Ad,Well-Defined
Dialog,Large,On Load,Clean,Yes,Bottom Right,Alert,Ambiguous
Slide-in,Thin,Hover,Basic,No,Center,Survey,Ambiguous
Fullscreen,Medium,Scroll,Clean,Yes,Full Page,Ad,Well-Defined
Floating Box,Small,Page Load,Basic,Yes,Top Right,Help,Ambiguous
Floating Box,Small,Hover,Aggressive,Yes,Top Right,Reminder,Ambiguous
Dialog,Medium,Scroll,Clean,No,Center,Ad,Well-Defined
Tooltip,Small,Page Load,Flat,No,Top Right,Survey,Ambiguous
Slide-in,Medium,Timer,Flat,No,Top,Reminder,Ambiguous
Exit Popup,Medium,Timer,Intrusive,Yes,Top,Survey,Ambiguous
Dialog,Large,Scroll,Bold,Yes,Center,Offer,Less Well-Defined
Tooltip,Medium,Timer,Basic,No,Top Right,Help,Ambiguous
Banner,Medium,On Load,Flat,Yes,Top Left,Offer,Less Well-Defined
Slide-in,Medium,Page Load,Aggressive,No,Top,Survey,Ambiguous
Banner,Large,Scroll,Clean,No,Center,Alert,Well-Defined
Floating Box,Thin,Page Load,Flat,No,Center,Ad,Ambiguous
Banner,Small,Hover,Clean,No,Top Left,Discount,Less Well-Defined
Dialog,Large,Click,Soft,No,Full Page,Recommendation,Well-Defined
Floating Box,Small,Page Load,Intrusive,Yes,Top Right,Reminder,Ambiguous
Dialog,Medium,On Load,Clean,Yes,Center,Ad,Well-Defined
Tooltip,Small,Hover,Aggressive,Yes,Top,Help,Ambiguous
Tooltip,Thin,Hover,Intrusive,Yes,Top,Reminder,Ambiguous
Slide-in,Small,On Load,Bold,Yes,Bottom,Discount,Less Well-Defined
Slide-in,Thin,Hover,Aggressive,Yes,Top,Ad,Well-Defined
Floating Box,Thin,Page Load,Basic,Yes,Top,Help,Ambiguous
Dialog,Medium,On Load,Bold,Yes,Top,Recommendation,Well-Defined
Modal,Medium,On Load,Clean,Yes,Full Page,Alert,Well-Defined
Exit Popup,Small,Page Load,Intrusive,Yes,Top Right,Survey,Ambiguous
Exit Popup,Small,Timer,Basic,Yes,Center,Ad,Ambiguous
Slide-in,Medium,Page Load,Intrusive,Yes,Top Right,Ad,Ambiguous
Dialog,Medium,On Load,Modern,No,Center,Offer,Well-Defined
Floating Box,Thin,Page Load,Aggressive,Yes,Center,Survey,Ambiguous
Modal,Large,Click,Clean,No,Full Page,Alert,Well-Defined
Dialog,Medium,Timer,Flat,No,Bottom,Help,Less Well-Defined
Dialog,Small,Timer,Clean,No,Bottom Left,Offer,Less Well-Defined
Tooltip,Medium,Page Load,Flat,Yes,Center,Survey,Ambiguous
Tooltip,Thin,Hover,Basic,Yes,Top,Ad,Less Well-Defined
Exit Popup,Thin,Timer,Intrusive,Yes,Top,Help,Ambiguous
Exit Popup,Medium,Timer,Basic,Yes,Top,Reminder,Ambiguous
Slide-in,Medium,On Load,Clean,No,Bottom Left,Help,Less Well-Defined
Tooltip,Thin,Hover,Aggressive,No,Top Right,Reminder,Ambiguous
Slide-in,Medium,Timer,Intrusive,Yes,Top,Survey,Ambiguous
Exit Popup,Medium,Page Load,Flat,No,Top Right,Ad,Ambiguous
Tooltip,Thin,Hover,Intrusive,No,Top,Reminder,Ambiguous
Fullscreen,Large,Scroll,Modern,No,Center,Offer,Well-Defined
Banner,Small,Hover,Clean,Yes,Bottom Left,Newsletter,Less Well-Defined
Banner,Medium,On Load,Bold,Yes,Bottom Left,Offer,Less Well-Defined
Dialog,Medium,On Load,Simple,No,Bottom Left,Help,Well-Defined
Floating Box,Thin,Page Load,Basic,Yes,Center,Ad,Ambiguous
Modal,Medium,Scroll,Soft,No,Bottom Right,Alert,Ambiguous
Floating Box,Thin,Page Load,Aggressive,Yes,Center,Survey,Ambiguous
Banner,Medium,Click,Modern,No,Bottom Right,Alert,Well-Defined
Floating Box,Medium,Page Load,Flat,Yes,Top,Help,Ambiguous
Slide-in,Small,Timer,Bold,No,Bottom,Offer,Well-Defined
Fullscreen,Medium,Click,Soft,No,Full Page,Recommendation,Well-Defined
Dialog,Medium,Scroll,Clean,Yes,Center,Alert,Well-Defined
Banner,Medium,Exit Intent,Modern,Yes,Bottom Right,Ad,Well-Defined
Modal,Medium,Exit Intent,Soft,Yes,Center,Ad,Well-Defined
Modal,Large,Exit Intent,Modern,No,Full Page,Ad,Well-Defined
Floating Box,Thin,Page Load,Basic,No,Top Right,Ad,Ambiguous
Dialog,Medium,On Load,Clean,Yes,Top Left,Newsletter,Less Well-Defined
Dialog,Medium,Scroll,Soft,No,Bottom Right,Ad,Well-Defined
Slide-in,Small,Hover,Simple,No,Top Left,Offer,Less Well-Defined
Fullscreen,Medium,Scroll,Modern,No,Center,Ad,Well-Defined
Floating Box,Small,Timer,Basic,Yes,Top,Ad,Ambiguous
Slide-in,Small,On Load,Simple,Yes,Bottom Left,Discount,Less Well-Defined
Dialog,Small,Hover,Simple,Yes,Bottom Left,Offer,Less Well-Defined
Slide-in,Medium,Timer,Flat,Yes,Bottom,Discount,Less Well-Defined
Floating Box,Small,Hover,Aggressive,Yes,Center,Ad,Ambiguous
Fullscreen,Medium,Click,Modern,Yes,Center,Alert,Well-Defined
Slide-in,Small,Timer,Simple,No,Bottom Left,Newsletter,Less Well-Defined
Banner,Medium,Timer,Bold,No,Top Left,Discount,Less Well-Defined
Modal,Large,Scroll,Clean,No,Full Page,Recommendation,Well-Defined
Floating Box,Small,Page Load,Intrusive,Yes,Top Right,Reminder,Ambiguous
Exit Popup,Thin,Timer,Flat,No,Top,Survey,Ambiguous
Exit Popup,Small,Page Load,Basic,No,Top,Ad,Ambiguous
Dialog,Medium,Timer,Flat,No,Top Left,Discount,Less Well-Defined
Banner,Small,On Load,Clean,Yes,Bottom Left,Offer,Less Well-Defined
Modal,Medium,Exit Intent,Bold,Yes,Full Page,Ad,Well-Defined
Exit Popup,Thin,Hover,Basic,No,Top Right,Help,Ambiguous
Banner,Small,Timer,Flat,No,Bottom Left,Discount,Less Well-Defined
Floating Box,Small,Timer,Basic,Yes,Top Right,Ad,Ambiguous
Slide-in,Thin,Page Load,Flat,No,Top,Help,Ambiguous
Banner,Medium,Scroll,Soft,Yes,Full Page,Recommendation,Well-Defined
Exit Popup,Thin,Page Load,Basic,Yes,Center,Help,Ambiguous
Tooltip,Small,Hover,Basic,Yes,Top,Survey,Ambiguous
Dialog,Medium,Exit Intent,Modern,No,Center,Ad,Well-Defined
Exit Popup,Small,Hover,Flat,Yes,Top Right,Ad,Ambiguous
Slide-in,Medium,On Load,Simple,Yes,Bottom Left,Offer,Less Well-Defined
Tooltip,Thin,Hover,Intrusive,No,Top,Survey,Ambiguous
Notification Bar,Medium,Timer,Simple,No,Bottom Left,Discount,Less Well-Defined
Slide-in,Small,Hover,Simple,Yes,Bottom,Help,Less Well-Defined
Tooltip,Thin,Hover,Aggressive,Yes,Top Right,Survey,Ambiguous
Notification Bar,Small,Timer,Flat,No,Top Left,Offer,Less Well-Defined
Banner,Small,Timer,Bold,No,Bottom Left,Newsletter,Less Well-Defined
Fullscreen,Large,Exit Intent,Clean,Yes,Center,Alert,Well-Defined
Slide-in,Medium,On Load,Bold,Yes,Bottom Left,Discount,Less Well-Defined
Dialog,Large,Exit Intent,Modern,Yes,Bottom Right,Ad,Well-Defined
Slide-in,Medium,Hover,Flat,No,Top Right,Help,Ambiguous
Fullscreen,Medium,Scroll,Soft,Yes,Center,Recommendation,Well-Defined
Modal,Medium,Click,Clean,Yes,Center,Offer,Well-Defined
Fullscreen,Large,Exit Intent,Clean,No,Bottom Right,Recommendation,Well-Defined
Tooltip,Small,Timer,Intrusive,Yes,Top Right,Survey,Ambiguous
Slide-in,Small,On Load,Clean,Yes,Bottom Left,Offer,Less Well-Defined
Modal,Medium,On Load,Clean,No,Bottom Right,Offer,Well-Defined
Banner,Small,Hover,Simple,No,Bottom Left,Discount,Less Well-Defined
Exit Popup,Thin,Hover,Intrusive,No,Top Right,Help,Ambiguous
Exit Popup,Medium,Hover,Basic,No,Center,Survey,Ambiguous
Notification Bar,Medium,On Load,Flat,No,Bottom,Discount,Less Well-Defined
Modal,Medium,On Load,Soft,No,Center,Ad,Well-Defined
Modal,Medium,Click,Clean,Yes,Full Page,Ad,Well-Defined
Floating Box,Small,Hover,Basic,Yes,Top Right,Reminder,Ambiguous
Fullscreen,Large,Exit Intent,Clean,Yes,Full Page,Alert,Well-Defined
Dialog,Large,Click,Modern,Yes,Full Page,Recommendation,Well-Defined
Slide-in,Small,Timer,Simple,No,Bottom Left,Newsletter,Less Well-Defined
Fullscreen,Medium,Exit Intent,Clean,No,Center,Ad,Well-Defined
Dialog,Large,Scroll,Soft,No,Center,Ad,Well-Defined
Slide-in,Small,Timer,Flat,Yes,Top Left,Offer,Less Well-Defined
Dialog,Medium,Exit Intent,Modern,No,Center,Offer,Well-Defined
Floating Box,Small,Page Load,Basic,No,Top Right,Survey,Ambiguous
Notification Bar,Medium,On Load,Flat,No,Bottom,Discount,Less Well-Defined
Dialog,Medium,Click,Clean,Yes,Center,Ad,Well-Defined
Slide-in,Medium,On Load,Simple,Yes,Bottom Left,Discount,Less Well-Defined
Exit Popup,Thin,Hover,Aggressive,No,Top,Help,Ambiguous
Tooltip,Medium,Page Load,Flat,No,Center,Reminder,Ambiguous
Exit Popup,Thin,Timer,Basic,Yes,Center,Help,Ambiguous
Slide-in,Thin,Timer,Basic,Yes,Top,Reminder,Ambiguous
Floating Box,Thin,Hover,Aggressive,Yes,Top Right,Survey,Ambiguous
Exit Popup,Small,Page Load,Aggressive,Yes,Top Right,Reminder,Ambiguous
Banner,Medium,Click,Clean,No,Bottom Right,Ad,Well-Defined
Modal,Medium,Exit Intent,Clean,No,Full Page,Recommendation,Well-Defined
Banner,Small,Timer,Clean,No,Bottom Left,Discount,Less Well-Defined
Fullscreen,Large,Scroll,Clean,No,Bottom Right,Recommendation,Well-Defined
Banner,Small,Timer,Bold,Yes,Top Left,Offer,Less Well-Defined
Dialog,Medium,On Load,Flat,Yes,Top Left,Discount,Well-Defined
Banner,Small,Hover,Flat,No,Bottom Left,Offer,Less Well-Defined
Floating Box,Medium,Hover,Basic,No,Top Right,Help,Well-Defined
Notification Bar,Small,On Load,Flat,No,Top Left,Offer,Less Well-Defined
Tooltip,Small,Hover,Basic,No,Top,Reminder,Ambiguous
Floating Box,Medium,Page Load,Flat,No,Center,Ad,Well-Defined
Fullscreen,Large,Exit Intent,Bold,Yes,Full Page,Ad,Well-Defined
Banner,Medium,Click,Bold,No,Top,Ad,Well-Defined
Dialog,Medium,Scroll,Clean,Yes,Center,Offer,Well-Defined
Tooltip,Small,Timer,Basic,No,Center,Reminder,Ambiguous
Banner,Medium,On Load,Bold,No,Bottom Left,Help,Less Well-Defined
Notification Bar,Medium,On Load,Bold,No,Bottom Left,Offer,Less Well-Defined
Exit Popup,Small,Hover,Basic,Yes,Top Right,Reminder,Ambiguous
Slide-in,Medium,Timer,Clean,No,Bottom,Discount,Less Well-Defined
Slide-in,Thin,Page Load,Flat,Yes,Center,Ad,Ambiguous
Notification Bar,Small,Hover,Bold,Yes,Bottom,Discount,Less Well-Defined
Slide-in,Small,On Load,Simple,No,Bottom,Newsletter,Ambiguous
Floating Box,Medium,Hover,Basic,Yes,Center,Survey,Ambiguous
Dialog,Large,On Load,Clean,Yes,Full Page,Ad,Well-Defined
Modal,Medium,Scroll,Modern,Yes,Center,Recommendation,Well-Defined
Modal,Large,Exit Intent,Modern,No,Center,Offer,Well-Defined
Dialog,Large,Click,Soft,No,Bottom Right,Alert,Well-Defined
Floating Box,Small,Page Load,Flat,No,Top,Reminder,Ambiguous
Exit Popup,Medium,Page Load,Intrusive,No,Top Right,Reminder,Ambiguous
Modal,Medium,Exit Intent,Modern,No,Full Page,Recommendation,Well-Defined
Tooltip,Thin,Hover,Flat,Yes,Top,Reminder,Ambiguous
Modal,Large,Click,Bold,No,Center,Ad,Well-Defined
Dialog,Medium,On Load,Soft,Yes,Full Page,Recommendation,Well-Defined
Exit Popup,Medium,Timer,Intrusive,Yes,Top,Ad,Ambiguous
Slide-in,Medium,Page Load,Basic,Yes,Top,Help,Ambiguous
Tooltip,Small,Hover,Intrusive,Yes,Top,Reminder,Ambiguous
Banner,Medium,Click,Bold,Yes,Center,Ad,Well-Defined
Tooltip,Medium,Hover,Intrusive,No,Top Right,Help,Less Well-Defined
Banner,Medium,Hover,Flat,No,Bottom Left,Discount,Less Well-Defined
Banner,Medium,On Load,Bold,No,Top Left,Newsletter,Well-Defined
Exit Popup,Thin,Hover,Basic,Yes,Top,Reminder,Ambiguous
Exit Popup,Small,Hover,Intrusive,Yes,Top Right,Survey,Ambiguous
Tooltip,Thin,Hover,Aggressive,No,Top Right,Help,Ambiguous
Banner,Small,Timer,Flat,Yes,Top Left,Newsletter,Less Well-Defined
Notification Bar,Small,On Load,Bold,Yes,Top Left,Discount,Less Well-Defined
Fullscreen,Large,Scroll,Modern,No,Center,Recommendation,Well-Defined
Slide-in,Thin,Page Load,Flat,No,Top Right,Ad,Ambiguous
Tooltip,Medium,Timer,Intrusive,No,Center,Ad,Ambiguous
Dialog,Medium,On Load,Clean,No,Center,Alert,Well-Defined
